customer_id,email,first_name,last_name,registration_date,birth_year,gender,country,city,customer_segment,marketing_opt_in,preferred_category
CUST-01429,lisa.johnson1429@email.com,Lisa,Johnson,2024-02-02,1989,M,CA,Toronto,VIP,TRUE,Beauty
CUST-01430,robert.williams1430@email.com,Robert,Williams,2020-03-03,1990,F,UK,London,Regular,TRUE,Automotive
CUST-01431,emma.brown1431@email.com,Emma,Brown,2021-04-04,1991,M,DE,Berlin,Regular,FALSE,Toys
CUST-01432,james.jones1432@email.com,James,Jones,2022-05-05,1992,F,FR,Paris,Regular,TRUE,Electronics
CUST-01433,anna.garcia1433@email.com,Anna,Garcia,2023-06-06,1993,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01434,william.miller1434@email.com,William,Miller,2024-07-07,1994,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01435,laura.davis1435@email.com,Laura,Davis,2020-08-08,1995,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01436,christopher.rodriguez1436@email.com,Christopher,Rodriguez,2021-09-09,1996,F,UK,Manchester,Regular,TRUE,Books
CUST-01437,jessica.martinez1437@email.com,Jessica,Martinez,2022-10-10,1997,M,DE,Hamburg,Premium,TRUE,Beauty
CUST-01438,daniel.hernandez1438@email.com,Daniel,Hernandez,2023-11-11,1998,F,FR,Lyon,Premium,TRUE,Automotive
CUST-01439,ashley.lopez1439@email.com,Ashley,Lopez,2024-12-12,1999,M,AU,Melbourne,VIP,FALSE,Toys
CUST-01440,john.smith1440@email.com,John,Smith,2020-01-13,1960,F,US,New York,Regular,TRUE,Electronics
CUST-01441,jane.johnson1441@email.com,Jane,Johnson,2021-02-14,1961,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01442,michael.williams1442@email.com,Michael,Williams,2022-03-15,1962,F,UK,London,Regular,TRUE,Home & Garden
CUST-01443,sarah.brown1443@email.com,Sarah,Brown,2023-04-16,1963,M,DE,Berlin,Regular,FALSE,Sports
CUST-01444,david.jones1444@email.com,David,Jones,2024-05-17,1964,F,FR,Paris,Regular,TRUE,Books
CUST-01445,lisa.garcia1445@email.com,Lisa,Garcia,2020-06-18,1965,M,AU,Sydney,Regular,TRUE,Beauty
CUST-01446,robert.miller1446@email.com,Robert,Miller,2021-07-19,1966,F,US,Chicago,Regular,TRUE,Automotive
CUST-01447,emma.davis1447@email.com,Emma,Davis,2022-08-20,1967,M,CA,Vancouver,Premium,FALSE,Toys
CUST-01448,james.rodriguez1448@email.com,James,Rodriguez,2023-09-21,1968,F,UK,Manchester,Premium,TRUE,Electronics
CUST-01449,anna.martinez1449@email.com,Anna,Martinez,2024-10-22,1969,M,DE,Hamburg,VIP,TRUE,Clothing
CUST-01450,william.hernandez1450@email.com,William,Hernandez,2020-11-23,1970,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01451,laura.lopez1451@email.com,Laura,Lopez,2021-12-24,1971,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01452,christopher.smith1452@email.com,Christopher,Smith,2022-01-25,1972,F,US,New York,Regular,TRUE,Books
CUST-01453,jessica.johnson1453@email.com,Jessica,Johnson,2023-02-26,1973,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01454,daniel.williams1454@email.com,Daniel,Williams,2024-03-27,1974,F,UK,London,Regular,TRUE,Automotive
CUST-01455,ashley.brown1455@email.com,Ashley,Brown,2020-04-28,1975,M,DE,Berlin,Regular,FALSE,Toys
CUST-01456,john.jones1456@email.com,John,Jones,2021-05-01,1976,F,FR,Paris,Regular,TRUE,Electronics
CUST-01457,jane.garcia1457@email.com,Jane,Garcia,2022-06-02,1977,M,AU,Sydney,Premium,TRUE,Clothing
CUST-01458,michael.miller1458@email.com,Michael,Miller,2023-07-03,1978,F,US,Chicago,Premium,TRUE,Home & Garden
CUST-01459,sarah.davis1459@email.com,Sarah,Davis,2024-08-04,1979,M,CA,Vancouver,VIP,FALSE,Sports
CUST-01460,david.rodriguez1460@email.com,David,Rodriguez,2020-09-05,1980,F,UK,Manchester,Regular,TRUE,Books
CUST-01461,lisa.martinez1461@email.com,Lisa,Martinez,2021-10-06,1981,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-01462,robert.hernandez1462@email.com,Robert,Hernandez,2022-11-07,1982,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01463,emma.lopez1463@email.com,Emma,Lopez,2023-12-08,1983,M,AU,Melbourne,Regular,FALSE,Toys
CUST-01464,james.smith1464@email.com,James,Smith,2024-01-09,1984,F,US,New York,Regular,TRUE,Electronics
CUST-01465,anna.johnson1465@email.com,Anna,Johnson,2020-02-10,1985,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01466,william.williams1466@email.com,William,Williams,2021-03-11,1986,F,UK,London,Regular,TRUE,Home & Garden
CUST-01467,laura.brown1467@email.com,Laura,Brown,2022-04-12,1987,M,DE,Berlin,Premium,FALSE,Sports
CUST-01468,christopher.jones1468@email.com,Christopher,Jones,2023-05-13,1988,F,FR,Paris,Premium,TRUE,Books
CUST-01469,jessica.garcia1469@email.com,Jessica,Garcia,2024-06-14,1989,M,AU,Sydney,VIP,TRUE,Beauty
CUST-01470,daniel.miller1470@email.com,Daniel,Miller,2020-07-15,1990,F,US,Chicago,Regular,TRUE,Automotive
CUST-01471,ashley.davis1471@email.com,Ashley,Davis,2021-08-16,1991,M,CA,Vancouver,Regular,FALSE,Toys
CUST-01472,john.rodriguez1472@email.com,John,Rodriguez,2022-09-17,1992,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01473,jane.martinez1473@email.com,Jane,Martinez,2023-10-18,1993,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-01474,michael.hernandez1474@email.com,Michael,Hernandez,2024-11-19,1994,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01475,sarah.lopez1475@email.com,Sarah,Lopez,2020-12-20,1995,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01476,david.smith1476@email.com,David,Smith,2021-01-21,1996,F,US,New York,Regular,TRUE,Books
CUST-01477,lisa.johnson1477@email.com,Lisa,Johnson,2022-02-22,1997,M,CA,Toronto,Premium,TRUE,Beauty
CUST-01478,robert.williams1478@email.com,Robert,Williams,2023-03-23,1998,F,UK,London,Premium,TRUE,Automotive
CUST-01479,emma.brown1479@email.com,Emma,Brown,2024-04-24,1999,M,DE,Berlin,VIP,FALSE,Toys
CUST-01480,james.jones1480@email.com,James,Jones,2020-05-25,1960,F,FR,Paris,Regular,TRUE,Electronics
CUST-01481,anna.garcia1481@email.com,Anna,Garcia,2021-06-26,1961,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01482,william.miller1482@email.com,William,Miller,2022-07-27,1962,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01483,laura.davis1483@email.com,Laura,Davis,2023-08-28,1963,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01484,christopher.rodriguez1484@email.com,Christopher,Rodriguez,2024-09-01,1964,F,UK,Manchester,Regular,TRUE,Books
CUST-01485,jessica.martinez1485@email.com,Jessica,Martinez,2020-10-02,1965,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-01486,daniel.hernandez1486@email.com,Daniel,Hernandez,2021-11-03,1966,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01487,ashley.lopez1487@email.com,Ashley,Lopez,2022-12-04,1967,M,AU,Melbourne,Premium,FALSE,Toys
CUST-01488,john.smith1488@email.com,John,Smith,2023-01-05,1968,F,US,New York,Premium,TRUE,Electronics
CUST-01489,jane.johnson1489@email.com,Jane,Johnson,2024-02-06,1969,M,CA,Toronto,VIP,TRUE,Clothing
CUST-01490,michael.williams1490@email.com,Michael,Williams,2020-03-07,1970,F,UK,London,Regular,TRUE,Home & Garden
CUST-01491,sarah.brown1491@email.com,Sarah,Brown,2021-04-08,1971,M,DE,Berlin,Regular,FALSE,Sports
CUST-01492,david.jones1492@email.com,David,Jones,2022-05-09,1972,F,FR,Paris,Regular,TRUE,Books
CUST-01493,lisa.garcia1493@email.com,Lisa,Garcia,2023-06-10,1973,M,AU,Sydney,Regular,TRUE,Beauty
CUST-01494,robert.miller1494@email.com,Robert,Miller,2024-07-11,1974,F,US,Chicago,Regular,TRUE,Automotive
CUST-01495,emma.davis1495@email.com,Emma,Davis,2020-08-12,1975,M,CA,Vancouver,Regular,FALSE,Toys
CUST-01496,james.rodriguez1496@email.com,James,Rodriguez,2021-09-13,1976,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01497,anna.martinez1497@email.com,Anna,Martinez,2022-10-14,1977,M,DE,Hamburg,Premium,TRUE,Clothing
CUST-01498,william.hernandez1498@email.com,William,Hernandez,2023-11-15,1978,F,FR,Lyon,Premium,TRUE,Home & Garden
CUST-01499,laura.lopez1499@email.com,Laura,Lopez,2024-12-16,1979,M,AU,Melbourne,VIP,FALSE,Sports
CUST-01500,christopher.smith1500@email.com,Christopher,Smith,2020-01-17,1980,F,US,New York,Regular,TRUE,Books
CUST-01501,jessica.johnson1501@email.com,Jessica,Johnson,2021-02-18,1981,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01502,daniel.williams1502@email.com,Daniel,Williams,2022-03-19,1982,F,UK,London,Regular,TRUE,Automotive
CUST-01503,ashley.brown1503@email.com,Ashley,Brown,2023-04-20,1983,M,DE,Berlin,Regular,FALSE,Toys
CUST-01504,john.jones1504@email.com,John,Jones,2024-05-21,1984,F,FR,Paris,Regular,TRUE,Electronics
CUST-01505,jane.garcia1505@email.com,Jane,Garcia,2020-06-22,1985,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01506,michael.miller1506@email.com,Michael,Miller,2021-07-23,1986,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01507,sarah.davis1507@email.com,Sarah,Davis,2022-08-24,1987,M,CA,Vancouver,Premium,FALSE,Sports
CUST-01508,david.rodriguez1508@email.com,David,Rodriguez,2023-09-25,1988,F,UK,Manchester,Premium,TRUE,Books
CUST-01509,lisa.martinez1509@email.com,Lisa,Martinez,2024-10-26,1989,M,DE,Hamburg,VIP,TRUE,Beauty
CUST-01510,robert.hernandez1510@email.com,Robert,Hernandez,2020-11-27,1990,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01511,emma.lopez1511@email.com,Emma,Lopez,2021-12-28,1991,M,AU,Melbourne,Regular,FALSE,Toys
CUST-01512,james.smith1512@email.com,James,Smith,2022-01-01,1992,F,US,New York,Regular,TRUE,Electronics
CUST-01513,anna.johnson1513@email.com,Anna,Johnson,2023-02-02,1993,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01514,william.williams1514@email.com,William,Williams,2024-03-03,1994,F,UK,London,Regular,TRUE,Home & Garden
CUST-01515,laura.brown1515@email.com,Laura,Brown,2020-04-04,1995,M,DE,Berlin,Regular,FALSE,Sports
CUST-01516,christopher.jones1516@email.com,Christopher,Jones,2021-05-05,1996,F,FR,Paris,Regular,TRUE,Books
CUST-01517,jessica.garcia1517@email.com,Jessica,Garcia,2022-06-06,1997,M,AU,Sydney,Premium,TRUE,Beauty
CUST-01518,daniel.miller1518@email.com,Daniel,Miller,2023-07-07,1998,F,US,Chicago,Premium,TRUE,Automotive
CUST-01519,ashley.davis1519@email.com,Ashley,Davis,2024-08-08,1999,M,CA,Vancouver,VIP,FALSE,Toys
CUST-01520,john.rodriguez1520@email.com,John,Rodriguez,2020-09-09,1960,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01521,jane.martinez1521@email.com,Jane,Martinez,2021-10-10,1961,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-01522,michael.hernandez1522@email.com,Michael,Hernandez,2022-11-11,1962,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01523,sarah.lopez1523@email.com,Sarah,Lopez,2023-12-12,1963,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01524,david.smith1524@email.com,David,Smith,2024-01-13,1964,F,US,New York,Regular,TRUE,Books
CUST-01525,lisa.johnson1525@email.com,Lisa,Johnson,2020-02-14,1965,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01526,robert.williams1526@email.com,Robert,Williams,2021-03-15,1966,F,UK,London,Regular,TRUE,Automotive
CUST-01527,emma.brown1527@email.com,Emma,Brown,2022-04-16,1967,M,DE,Berlin,Premium,FALSE,Toys
CUST-01528,james.jones1528@email.com,James,Jones,2023-05-17,1968,F,FR,Paris,Premium,TRUE,Electronics
CUST-01529,anna.garcia1529@email.com,Anna,Garcia,2024-06-18,1969,M,AU,Sydney,VIP,TRUE,Clothing
CUST-01530,william.miller1530@email.com,William,Miller,2020-07-19,1970,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01531,laura.davis1531@email.com,Laura,Davis,2021-08-20,1971,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01532,christopher.rodriguez1532@email.com,Christopher,Rodriguez,2022-09-21,1972,F,UK,Manchester,Regular,TRUE,Books
CUST-01533,jessica.martinez1533@email.com,Jessica,Martinez,2023-10-22,1973,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-01534,daniel.hernandez1534@email.com,Daniel,Hernandez,2024-11-23,1974,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01535,ashley.lopez1535@email.com,Ashley,Lopez,2020-12-24,1975,M,AU,Melbourne,Regular,FALSE,Toys
CUST-01536,john.smith1536@email.com,John,Smith,2021-01-25,1976,F,US,New York,Regular,TRUE,Electronics
CUST-01537,jane.johnson1537@email.com,Jane,Johnson,2022-02-26,1977,M,CA,Toronto,Premium,TRUE,Clothing
CUST-01538,michael.williams1538@email.com,Michael,Williams,2023-03-27,1978,F,UK,London,Premium,TRUE,Home & Garden
CUST-01539,sarah.brown1539@email.com,Sarah,Brown,2024-04-28,1979,M,DE,Berlin,VIP,FALSE,Sports
CUST-01540,david.jones1540@email.com,David,Jones,2020-05-01,1980,F,FR,Paris,Regular,TRUE,Books
CUST-01541,lisa.garcia1541@email.com,Lisa,Garcia,2021-06-02,1981,M,AU,Sydney,Regular,TRUE,Beauty
CUST-01542,robert.miller1542@email.com,Robert,Miller,2022-07-03,1982,F,US,Chicago,Regular,TRUE,Automotive
CUST-01543,emma.davis1543@email.com,Emma,Davis,2023-08-04,1983,M,CA,Vancouver,Regular,FALSE,Toys
CUST-01544,james.rodriguez1544@email.com,James,Rodriguez,2024-09-05,1984,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01545,anna.martinez1545@email.com,Anna,Martinez,2020-10-06,1985,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-01546,william.hernandez1546@email.com,William,Hernandez,2021-11-07,1986,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01547,laura.lopez1547@email.com,Laura,Lopez,2022-12-08,1987,M,AU,Melbourne,Premium,FALSE,Sports
CUST-01548,christopher.smith1548@email.com,Christopher,Smith,2023-01-09,1988,F,US,New York,Premium,TRUE,Books
CUST-01549,jessica.johnson1549@email.com,Jessica,Johnson,2024-02-10,1989,M,CA,Toronto,VIP,TRUE,Beauty
CUST-01550,daniel.williams1550@email.com,Daniel,Williams,2020-03-11,1990,F,UK,London,Regular,TRUE,Automotive
CUST-01551,ashley.brown1551@email.com,Ashley,Brown,2021-04-12,1991,M,DE,Berlin,Regular,FALSE,Toys
CUST-01552,john.jones1552@email.com,John,Jones,2022-05-13,1992,F,FR,Paris,Regular,TRUE,Electronics
CUST-01553,jane.garcia1553@email.com,Jane,Garcia,2023-06-14,1993,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01554,michael.miller1554@email.com,Michael,Miller,2024-07-15,1994,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01555,sarah.davis1555@email.com,Sarah,Davis,2020-08-16,1995,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01556,david.rodriguez1556@email.com,David,Rodriguez,2021-09-17,1996,F,UK,Manchester,Regular,TRUE,Books
CUST-01557,lisa.martinez1557@email.com,Lisa,Martinez,2022-10-18,1997,M,DE,Hamburg,Premium,TRUE,Beauty
CUST-01558,robert.hernandez1558@email.com,Robert,Hernandez,2023-11-19,1998,F,FR,Lyon,Premium,TRUE,Automotive
CUST-01559,emma.lopez1559@email.com,Emma,Lopez,2024-12-20,1999,M,AU,Melbourne,VIP,FALSE,Toys
CUST-01560,james.smith1560@email.com,James,Smith,2020-01-21,1960,F,US,New York,Regular,TRUE,Electronics
CUST-01561,anna.johnson1561@email.com,Anna,Johnson,2021-02-22,1961,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01562,william.williams1562@email.com,William,Williams,2022-03-23,1962,F,UK,London,Regular,TRUE,Home & Garden
CUST-01563,laura.brown1563@email.com,Laura,Brown,2023-04-24,1963,M,DE,Berlin,Regular,FALSE,Sports
CUST-01564,christopher.jones1564@email.com,Christopher,Jones,2024-05-25,1964,F,FR,Paris,Regular,TRUE,Books
CUST-01565,jessica.garcia1565@email.com,Jessica,Garcia,2020-06-26,1965,M,AU,Sydney,Regular,TRUE,Beauty
CUST-01566,daniel.miller1566@email.com,Daniel,Miller,2021-07-27,1966,F,US,Chicago,Regular,TRUE,Automotive
CUST-01567,ashley.davis1567@email.com,Ashley,Davis,2022-08-28,1967,M,CA,Vancouver,Premium,FALSE,Toys
CUST-01568,john.rodriguez1568@email.com,John,Rodriguez,2023-09-01,1968,F,UK,Manchester,Premium,TRUE,Electronics
CUST-01569,jane.martinez1569@email.com,Jane,Martinez,2024-10-02,1969,M,DE,Hamburg,VIP,TRUE,Clothing
CUST-01570,michael.hernandez1570@email.com,Michael,Hernandez,2020-11-03,1970,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01571,sarah.lopez1571@email.com,Sarah,Lopez,2021-12-04,1971,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01572,david.smith1572@email.com,David,Smith,2022-01-05,1972,F,US,New York,Regular,TRUE,Books
CUST-01573,lisa.johnson1573@email.com,Lisa,Johnson,2023-02-06,1973,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01574,robert.williams1574@email.com,Robert,Williams,2024-03-07,1974,F,UK,London,Regular,TRUE,Automotive
CUST-01575,emma.brown1575@email.com,Emma,Brown,2020-04-08,1975,M,DE,Berlin,Regular,FALSE,Toys
CUST-01576,james.jones1576@email.com,James,Jones,2021-05-09,1976,F,FR,Paris,Regular,TRUE,Electronics
CUST-01577,anna.garcia1577@email.com,Anna,Garcia,2022-06-10,1977,M,AU,Sydney,Premium,TRUE,Clothing
CUST-01578,william.miller1578@email.com,William,Miller,2023-07-11,1978,F,US,Chicago,Premium,TRUE,Home & Garden
CUST-01579,laura.davis1579@email.com,Laura,Davis,2024-08-12,1979,M,CA,Vancouver,VIP,FALSE,Sports
CUST-01580,christopher.rodriguez1580@email.com,Christopher,Rodriguez,2020-09-13,1980,F,UK,Manchester,Regular,TRUE,Books
CUST-01581,jessica.martinez1581@email.com,Jessica,Martinez,2021-10-14,1981,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-01582,daniel.hernandez1582@email.com,Daniel,Hernandez,2022-11-15,1982,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01583,ashley.lopez1583@email.com,Ashley,Lopez,2023-12-16,1983,M,AU,Melbourne,Regular,FALSE,Toys
CUST-01584,john.smith1584@email.com,John,Smith,2024-01-17,1984,F,US,New York,Regular,TRUE,Electronics
CUST-01585,jane.johnson1585@email.com,Jane,Johnson,2020-02-18,1985,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01586,michael.williams1586@email.com,Michael,Williams,2021-03-19,1986,F,UK,London,Regular,TRUE,Home & Garden
CUST-01587,sarah.brown1587@email.com,Sarah,Brown,2022-04-20,1987,M,DE,Berlin,Premium,FALSE,Sports
CUST-01588,david.jones1588@email.com,David,Jones,2023-05-21,1988,F,FR,Paris,Premium,TRUE,Books
CUST-01589,lisa.garcia1589@email.com,Lisa,Garcia,2024-06-22,1989,M,AU,Sydney,VIP,TRUE,Beauty
CUST-01590,robert.miller1590@email.com,Robert,Miller,2020-07-23,1990,F,US,Chicago,Regular,TRUE,Automotive
CUST-01591,emma.davis1591@email.com,Emma,Davis,2021-08-24,1991,M,CA,Vancouver,Regular,FALSE,Toys
CUST-01592,james.rodriguez1592@email.com,James,Rodriguez,2022-09-25,1992,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01593,anna.martinez1593@email.com,Anna,Martinez,2023-10-26,1993,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-01594,william.hernandez1594@email.com,William,Hernandez,2024-11-27,1994,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01595,laura.lopez1595@email.com,Laura,Lopez,2020-12-28,1995,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01596,christopher.smith1596@email.com,Christopher,Smith,2021-01-01,1996,F,US,New York,Regular,TRUE,Books
CUST-01597,jessica.johnson1597@email.com,Jessica,Johnson,2022-02-02,1997,M,CA,Toronto,Premium,TRUE,Beauty
CUST-01598,daniel.williams1598@email.com,Daniel,Williams,2023-03-03,1998,F,UK,London,Premium,TRUE,Automotive
CUST-01599,ashley.brown1599@email.com,Ashley,Brown,2024-04-04,1999,M,DE,Berlin,VIP,FALSE,Toys
CUST-01600,john.jones1600@email.com,John,Jones,2020-05-05,1960,F,FR,Paris,Regular,TRUE,Electronics
CUST-01601,jane.garcia1601@email.com,Jane,Garcia,2021-06-06,1961,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01602,michael.miller1602@email.com,Michael,Miller,2022-07-07,1962,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01603,sarah.davis1603@email.com,Sarah,Davis,2023-08-08,1963,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01604,david.rodriguez1604@email.com,David,Rodriguez,2024-09-09,1964,F,UK,Manchester,Regular,TRUE,Books
CUST-01605,lisa.martinez1605@email.com,Lisa,Martinez,2020-10-10,1965,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-01606,robert.hernandez1606@email.com,Robert,Hernandez,2021-11-11,1966,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01607,emma.lopez1607@email.com,Emma,Lopez,2022-12-12,1967,M,AU,Melbourne,Premium,FALSE,Toys
CUST-01608,james.smith1608@email.com,James,Smith,2023-01-13,1968,F,US,New York,Premium,TRUE,Electronics
CUST-01609,anna.johnson1609@email.com,Anna,Johnson,2024-02-14,1969,M,CA,Toronto,VIP,TRUE,Clothing
CUST-01610,william.williams1610@email.com,William,Williams,2020-03-15,1970,F,UK,London,Regular,TRUE,Home & Garden
CUST-01611,laura.brown1611@email.com,Laura,Brown,2021-04-16,1971,M,DE,Berlin,Regular,FALSE,Sports
CUST-01612,christopher.jones1612@email.com,Christopher,Jones,2022-05-17,1972,F,FR,Paris,Regular,TRUE,Books
CUST-01613,jessica.garcia1613@email.com,Jessica,Garcia,2023-06-18,1973,M,AU,Sydney,Regular,TRUE,Beauty
CUST-01614,daniel.miller1614@email.com,Daniel,Miller,2024-07-19,1974,F,US,Chicago,Regular,TRUE,Automotive
CUST-01615,ashley.davis1615@email.com,Ashley,Davis,2020-08-20,1975,M,CA,Vancouver,Regular,FALSE,Toys
CUST-01616,john.rodriguez1616@email.com,John,Rodriguez,2021-09-21,1976,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01617,jane.martinez1617@email.com,Jane,Martinez,2022-10-22,1977,M,DE,Hamburg,Premium,TRUE,Clothing
CUST-01618,michael.hernandez1618@email.com,Michael,Hernandez,2023-11-23,1978,F,FR,Lyon,Premium,TRUE,Home & Garden
CUST-01619,sarah.lopez1619@email.com,Sarah,Lopez,2024-12-24,1979,M,AU,Melbourne,VIP,FALSE,Sports
CUST-01620,david.smith1620@email.com,David,Smith,2020-01-25,1980,F,US,New York,Regular,TRUE,Books
CUST-01621,lisa.johnson1621@email.com,Lisa,Johnson,2021-02-26,1981,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01622,robert.williams1622@email.com,Robert,Williams,2022-03-27,1982,F,UK,London,Regular,TRUE,Automotive
CUST-01623,emma.brown1623@email.com,Emma,Brown,2023-04-28,1983,M,DE,Berlin,Regular,FALSE,Toys
CUST-01624,james.jones1624@email.com,James,Jones,2024-05-01,1984,F,FR,Paris,Regular,TRUE,Electronics
CUST-01625,anna.garcia1625@email.com,Anna,Garcia,2020-06-02,1985,M,AU,Sydney,Regular,TRUE,Clothing
CUST-01626,william.miller1626@email.com,William,Miller,2021-07-03,1986,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01627,laura.davis1627@email.com,Laura,Davis,2022-08-04,1987,M,CA,Vancouver,Premium,FALSE,Sports
CUST-01628,christopher.rodriguez1628@email.com,Christopher,Rodriguez,2023-09-05,1988,F,UK,Manchester,Premium,TRUE,Books
CUST-01629,jessica.martinez1629@email.com,Jessica,Martinez,2024-10-06,1989,M,DE,Hamburg,VIP,TRUE,Beauty
CUST-01630,daniel.hernandez1630@email.com,Daniel,Hernandez,2020-11-07,1990,F,FR,Lyon,Regular,TRUE,Automotive
CUST-01631,ashley.lopez1631@email.com,Ashley,Lopez,2021-12-08,1991,M,AU,Melbourne,Regular,FALSE,Toys
CUST-01632,john.smith1632@email.com,John,Smith,2022-01-09,1992,F,US,New York,Regular,TRUE,Electronics
CUST-01633,jane.johnson1633@email.com,Jane,Johnson,2023-02-10,1993,M,CA,Toronto,Regular,TRUE,Clothing
CUST-01634,michael.williams1634@email.com,Michael,Williams,2024-03-11,1994,F,UK,London,Regular,TRUE,Home & Garden
CUST-01635,sarah.brown1635@email.com,Sarah,Brown,2020-04-12,1995,M,DE,Berlin,Regular,FALSE,Sports
CUST-01636,david.jones1636@email.com,David,Jones,2021-05-13,1996,F,FR,Paris,Regular,TRUE,Books
CUST-01637,lisa.garcia1637@email.com,Lisa,Garcia,2022-06-14,1997,M,AU,Sydney,Premium,TRUE,Beauty
CUST-01638,robert.miller1638@email.com,Robert,Miller,2023-07-15,1998,F,US,Chicago,Premium,TRUE,Automotive
CUST-01639,emma.davis1639@email.com,Emma,Davis,2024-08-16,1999,M,CA,Vancouver,VIP,FALSE,Toys
CUST-01640,james.rodriguez1640@email.com,James,Rodriguez,2020-09-17,1960,F,UK,Manchester,Regular,TRUE,Electronics
CUST-01641,anna.martinez1641@email.com,Anna,Martinez,2021-10-18,1961,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-01642,william.hernandez1642@email.com,William,Hernandez,2022-11-19,1962,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-01643,laura.lopez1643@email.com,Laura,Lopez,2023-12-20,1963,M,AU,Melbourne,Regular,FALSE,Sports
CUST-01644,christopher.smith1644@email.com,Christopher,Smith,2024-01-21,1964,F,US,New York,Regular,TRUE,Books
CUST-01645,jessica.johnson1645@email.com,Jessica,Johnson,2020-02-22,1965,M,CA,Toronto,Regular,TRUE,Beauty
CUST-01646,daniel.williams1646@email.com,Daniel,Williams,2021-03-23,1966,F,UK,London,Regular,TRUE,Automotive
CUST-01647,ashley.brown1647@email.com,Ashley,Brown,2022-04-24,1967,M,DE,Berlin,Premium,FALSE,Toys
CUST-01648,john.jones1648@email.com,John,Jones,2023-05-25,1968,F,FR,Paris,Premium,TRUE,Electronics
CUST-01649,jane.garcia1649@email.com,Jane,Garcia,2024-06-26,1969,M,AU,Sydney,VIP,TRUE,Clothing
CUST-01650,michael.miller1650@email.com,Michael,Miller,2020-07-27,1970,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-01651,sarah.davis1651@email.com,Sarah,Davis,2021-08-28,1971,M,CA,Vancouver,Regular,FALSE,Sports
CUST-01652,david.rodriguez1652@email.com,David,Rodriguez,2022-09-01,1972,F,UK,Manchester,Regular,TRUE,Books
CUST-01653,lisa.martinez1653@email.com,Lisa,Martinez,2023-10-02,1973,M,DE,Hamburg,Regular,TRUE,Beauty
